doc_id,title,text,source_key
6099,Database,"In recent years there was a high demand for massively distributed databases with high partition tolerance but according to the CAP theorem it is impossible for a distributed system to simultaneously provide consistency, availability and partition tolerance guarantees. A distributed system can satisfy any two of these guarantees at the same time, but not all three. For that reason many NoSQL databases are using what is called eventual consistency to provide both availability and partition tolerance guarantees with a reduced level of data consistency.",389:19:0
6100,Guinea-Bissau,"Flora Gomes is an internationally renowned film director; his most famous film is Nha Fala (English: My Voice). Gomes's Mortu Nega (Death Denied) (1988) was the first fiction film and the second feature film ever made in Guinea-Bissau. (The first feature film was N’tturudu, by director Umban u’Kest in 1987.) At FESPACO 1989, Mortu Nega won the prestigious Oumarou Ganda Prize. Mortu Nega is in Creole with English subtitles. In 1992, Gomes directed Udju Azul di Yonta, which was screened in the Un Certain Regard section at the 1992 Cannes Film Festival. Gomes has also served on the boards of many Africa-centric film festivals.",93:49:0
6101,Paper,"Paper is a thin material produced by pressing together moist fibres of cellulose pulp derived from wood, rags or grasses, and drying them into flexible sheets. It is a versatile material with many uses, including writing, printing, packaging, cleaning, and a number of industrial and construction processes.",69:0:0
6102,Antenna_(radio),"Returning to the basic concept of current flows in a conductor, consider what happens if a half-wave dipole is not connected to a feed point, but instead shorted out. Electrically this forms a single 1⁄2-wavelength element. But the overall current pattern is the same; the current will be zero at the two ends, and reach a maximum in the center. Thus signals near the design frequency will continue to create a standing wave pattern. Any varying electrical current, like the standing wave in the element, will radiate a signal. In this case, aside from resistive losses in the element, the rebroadcast signal will be significantly similar to the original signal in both magnitude and shape. If this element is placed so its signal reaches the main dipole in-phase, it will reinforce the original signal, and increase the current in the dipole. Elements used in this way are known as passive elements.",382:26:0
6103,Gamal_Abdel_Nasser,"The national economy grew significantly through agrarian reform, major modernization projects such as the Helwan steel works and the Aswan Dam, and nationalization schemes such as that of the Suez Canal. However, the marked economic growth of the early 1960s took a downturn for the remainder of the decade, only recovering in 1970. Egypt experienced a ""golden age"" of culture during Nasser's presidency, according to historian Joel Gordon, particularly in film, television, theater, radio, literature, fine arts, comedy, poetry, and music. Egypt under Nasser dominated the Arab world in these fields, producing cultural icons.",305:82:0
6104,John_von_Neumann,"But von Neumann, who had participated at the Congress, confirmed his fame as an instantaneous thinker, and in less than a month was able to communicate to Gödel himself an interesting consequence of his theorem: namely that the usual axiomatic systems are unable to demonstrate their own consistency. However, Gödel had already discovered this consequence, now known as his second incompleteness theorem and sent von Neumann a preprint of his article containing both incompleteness theorems. Von Neumann acknowledged Gödel's priority in his next letter. He never thought much of ""the American system of claiming personal priority for everything.""",259:19:0
6105,Genocide,"Highlighting the potential for state and non-state actors to commit genocide in the 21st century, for example, in failed states or as non-state actors acquire weapons of mass destruction, Adrian Gallagher defined genocide as 'When a source of collective power (usually a state) intentionally uses its power base to implement a process of destruction in order to destroy a group (as defined by the perpetrator), in whole or in substantial part, dependent upon relative group size'. The definition upholds the centrality of intent, the multidimensional understanding of destroy, broadens the definition of group identity beyond that of the 1948 definition yet argues that a substantial part of a group has to be destroyed before it can be classified as genocide (dependent on relative group size).",3:16:0
6106,Serbo-Croatian,"The Croatian Latin alphabet (Gajica) followed suit shortly afterwards, when Ljudevit Gaj defined it as standard Latin with five extra letters that had diacritics, apparently borrowing much from Czech, but also from Polish, and inventing the unique digraphs ""lj"", ""nj"" and ""dž"". These digraphs are represented as ""ļ, ń and ǵ"" respectively in the ""Rječnik hrvatskog ili srpskog jezika"", published by the former Yugoslav Academy of Sciences and Arts in Zagreb. The latter digraphs, however, are unused in the literary standard of the language. All in all, this makes Serbo-Croatian the only Slavic language to officially use both the Latin and Cyrillic scripts, albeit the Latin version is more commonly used.",321:8:0
6107,Financial_crisis_of_2007%E2%80%9308,"The U.S. Financial Crisis Inquiry Commission reported its findings in January 2011. It concluded that ""the crisis was avoidable and was caused by: widespread failures in financial regulation, including the Federal Reserve’s failure to stem the tide of toxic mortgages; dramatic breakdowns in corporate governance including too many financial firms acting recklessly and taking on too much risk; an explosive mix of excessive borrowing and risk by households and Wall Street that put the financial system on a collision course with crisis; key policy makers ill prepared for the crisis, lacking a full understanding of the financial system they oversaw; and systemic breaches in accountability and ethics at all levels"".",23:70:0
6108,New_Delhi,"Calcutta (now Kolkata) was the capital of India during the British Raj until December 1911. However, Delhi had served as the political and financial centre of several empires of ancient India and the Delhi Sultanate, most notably of the Mughal Empire from 1649 to 1857. During the early 1900s, a proposal was made to the British administration to shift the capital of the British Indian Empire (as it was officially called) from Calcutta to Delhi. Unlike Calcutta, which was located on the eastern coast of India, Delhi was at the centre of northern India and the Government of British India felt that it would be logistically easier to administer India from the latter rather than the former.",107:4:0
6109,The_Bronx,"There are three primary shopping centers in the Bronx: The Hub, Gateway Center and Southern Boulevard. The Hub–Third Avenue Business Improvement District (B.I.D.), in The Hub, is the retail heart of the South Bronx, located where four roads converge: East 149th Street, Willis, Melrose and Third Avenues. It is primarily located inside the neighborhood of Melrose but also lines the northern border of Mott Haven. The Hub has been called ""the Broadway of the Bronx"", being likened to the real Broadway in Manhattan and the northwestern Bronx. It is the site of both maximum traffic and architectural density. In configuration, it resembles a miniature Times Square, a spatial ""bow-tie"" created by the geometry of the street. The Hub is part of Bronx Community Board 1.",434:21:0
6110,Hard_rock,"Established bands made something of a comeback in the mid-1980s. After an 8-year separation, Deep Purple returned with the classic Machine Head line-up to produce Perfect Strangers (1984), which reached number five in the UK, hit the top five in five other countries, and was a platinum-seller in the US. After somewhat slower sales of its fourth album, Fair Warning, Van Halen rebounded with the Top 3 album Diver Down in 1982, then reached their commercial pinnacle with 1984. It reached number two on the Billboard album chart and provided the track ""Jump"", which reached number one on the singles chart and remained there for several weeks. Heart, after floundering during the first half of the decade, made a comeback with their eponymous ninth studio album which hit number one and contained four Top 10 singles including their first number one hit. The new medium of video channels was used with considerable success by bands formed in previous decades. Among the first were ZZ Top, who mixed hard blues rock with new wave music to produce a series of highly successful singles, beginning with ""Gimme All Your Lovin'"" (1983), which helped their albums Eliminator (1983) and Afterburner (1985) achieve diamond and multi-platinum status respectively.",145:18:0
6111,Rajasthan,"The first mention of the name ""Rajasthan"" appears in James Tod's 1829 publication Annals and Antiquities of Rajast'han or the Central and Western Rajpoot States of India, while the earliest known record of ""Rajputana"" as a name for the region is in George Thomas's 1800 memoir Military Memories. John Keay, in his book India: A History, stated that ""Rajputana"" was coined by the British in 1829, John Briggs, translating Ferishta's history of early Islamic India, used the phrase ""Rajpoot (Rajput) princes"" rather than ""Indian princes"".",351:1:0
6112,2008_Summer_Olympics_torch_relay,"The Olympic Flame is supposed to remain lit for the whole relay. When the Torch is extinguished at night, on airplanes, in bad weather, or during protests (such as the several occasions in Paris), the Olympic Flame is kept alight in a set of 8 lanterns.[citation needed]",21:70:0
6113,Hanover,"The Schnellweg (en: expressway) system, a number of Bundesstraße roads, forms a structure loosely resembling a large ring road together with A2 and A7. The roads are B 3, B 6 and B 65, called Westschnellweg (B6 on the northern part, B3 on the southern part), Messeschnellweg (B3, becomes A37 near Burgdorf, crosses A2, becomes B3 again, changes to B6 at Seelhorster Kreuz, then passes the Hanover fairground as B6 and becomes A37 again before merging into A7) and Südschnellweg (starts out as B65, becomes B3/B6/B65 upon crossing Westschnellweg, then becomes B65 again at Seelhorster Kreuz).",132:9:0
6114,Bird,"Birds have wings which are more or less developed depending on the species; the only known groups without wings are the extinct moas and elephant birds. Wings, which evolved from forelimbs, give most birds the ability to fly, although further speciation has led to some flightless birds, including ratites, penguins, and diverse endemic island species of birds. The digestive and respiratory systems of birds are also uniquely adapted for flight. Some bird species of aquatic environments, particularly the aforementioned flightless penguins, and also members of the duck family, have also evolved for swimming. Birds, specifically Darwin's finches, played an important part in the inception of Darwin's theory of evolution by natural selection.",418:2:0
6115,Pain,"Cultural barriers can also keep a person from telling someone they are in pain. Religious beliefs may prevent the individual from seeking help. They may feel certain pain treatment is against their religion. They may not report pain because they feel it is a sign that death is near. Many people fear the stigma of addiction and avoid pain treatment so as not to be prescribed potentially addicting drugs. Many Asians do not want to lose respect in society by admitting they are in pain and need help, believing the pain should be borne in silence, while other cultures feel they should report pain right away and get immediate relief. Gender can also be a factor in reporting pain. Sexual differences can be the result of social and cultural expectations, with women expected to be emotional and show pain and men stoic, keeping pain to themselves.",388:25:0
6116,Human_Development_Index,"Some countries were not included for various reasons, primarily the lack of necessary data. The following United Nations Member States were not included in the 2014 report: North Korea, Marshall Islands, Monaco, Nauru, San Marino, Somalia, India, Pakistan, South Sudan, and Tuvalu.",39:9:0
6117,Christian,"Today, about 37% of all Christians live in the Americas, and about 26% live in Europe, 24% of total Christians live in sub-Saharan Africa, about 13% in Asia and the Pacific, and 1% of the world's Christians live in the Middle east and North Africa. About half of all Christians worldwide are Catholic, while more than a third are Protestant (37%). Orthodox communions comprise 12% of the world's Christians. Other Christian groups make up the remainder. Christians make up the majority of the population in 158 countries and territories. 280 million Christian live as a minority.",49:3:0
6118,Modern_history,"The decolonization of the Americas was the process by which the countries in the Americas gained their independence from European rule. Decolonization began with a series of revolutions in the late 18th and early-to-mid-19th centuries. The Spanish American wars of independence were the numerous wars against Spanish rule in Spanish America that took place during the early 19th century, from 1808 until 1829, directly related to the Napoleonic French invasion of Spain. The conflict started with short-lived governing juntas established in Chuquisaca and Quito opposing the composition of the Supreme Central Junta of Seville.",380:24:0
6119,Nonprofit_organization,"After a nonprofit organization has been formed at the state level, the organization may seek recognition of tax exempt status with respect to U.S. federal income tax. That is done typically by applying to the Internal Revenue Service (IRS), although statutory exemptions exist for limited types of nonprofit organizations. The IRS, after reviewing the application to ensure the organization meets the conditions to be recognized as a tax exempt organization (such as the purpose, limitations on spending, and internal safeguards for a charity), may issue an authorization letter to the nonprofit granting it tax exempt status for income tax payment, filing, and deductibility purposes. The exemption does not apply to other Federal taxes such as employment taxes. Additionally, a tax-exempt organization must pay federal tax on income that is unrelated to their exempt purpose. Failure to maintain operations in conformity to the laws may result in an organization losing its tax exempt status.",249:10:0
6120,Cotton,"The earliest evidence of cotton use in South Asia has been found at the site of Mehrgarh, Pakistan, where cotton threads have been found preserved in copper beads; these finds have been dated to Neolithic (between 6000 and 5000 BCE). Cotton cultivation in the region is dated to the Indus Valley Civilization, which covered parts of modern eastern Pakistan and northwestern India between 3300 and 1300 BCE The Indus cotton industry was well-developed and some methods used in cotton spinning and fabrication continued to be used until the industrialization of India. Between 2000 and 1000 BC cotton became widespread across much of India. For example, it has been found at the site of Hallus in Karnataka dating from around 1000 BC.",228:1:0
6121,Anthropology,"Anthropologists, along with other social scientists, are working with the US military as part of the US Army's strategy in Afghanistan. The Christian Science Monitor reports that ""Counterinsurgency efforts focus on better grasping and meeting local needs"" in Afghanistan, under the Human Terrain System (HTS) program; in addition, HTS teams are working with the US military in Iraq. In 2009, the American Anthropological Association's Commission on the Engagement of Anthropology with the US Security and Intelligence Communities released its final report concluding, in part, that, ""When ethnographic investigation is determined by military missions, not subject to external review, where data collection occurs in the context of war, integrated into the goals of counterinsurgency, and in a potentially coercive environment – all characteristic factors of the HTS concept and its application – it can no longer be considered a legitimate professional exercise of anthropology. In summary, while we stress that constructive engagement between anthropology and the military is possible, CEAUSSIC suggests that the AAA emphasize the incompatibility of HTS with disciplinary ethics and practice for job seekers and that it further recognize the problem of allowing HTS to define the meaning of ""anthropology"" within DoD.""",15:40:0
6122,England_national_football_team,"In February 2012, Capello resigned from his role as England manager, following a disagreement with the FA over their request to remove John Terry from team captaincy after accusations of racial abuse concerning the player. Following this, there was media speculation that Harry Redknapp would take the job. However, on 1 May 2012, Roy Hodgson was announced as the new manager, just six weeks before UEFA Euro 2012. England managed to finish top of their group, winning two and drawing one of their fixtures, but exited the Championships in the quarter-finals via a penalty shoot-out, this time to Italy.",117:4:0
6123,Insect,"The insect outer skeleton, the cuticle, is made up of two layers: the epicuticle, which is a thin and waxy water resistant outer layer and contains no chitin, and a lower layer called the procuticle. The procuticle is chitinous and much thicker than the epicuticle and has two layers: an outer layer known as the exocuticle and an inner layer known as the endocuticle. The tough and flexible endocuticle is built from numerous layers of fibrous chitin and proteins, criss-crossing each other in a sandwich pattern, while the exocuticle is rigid and hardened.:22–24 The exocuticle is greatly reduced in many soft-bodied insects (e.g., caterpillars), especially during their larval stages.",325:17:0
6124,Hydrogen,"A molecular form called protonated molecular hydrogen (H+ 3) is found in the interstellar medium, where it is generated by ionization of molecular hydrogen from cosmic rays. This charged ion has also been observed in the upper atmosphere of the planet Jupiter. The ion is relatively stable in the environment of outer space due to the low temperature and density. H+ 3 is one of the most abundant ions in the Universe, and it plays a notable role in the chemistry of the interstellar medium. Neutral triatomic hydrogen H3 can only exist in an excited form and is unstable. By contrast, the positive hydrogen molecular ion (H+ 2) is a rare molecule in the universe.",61:34:0
6125,CBC_Television,"Because rebroadcast transmitters were not planned to be converted to digital, many markets stood to lose over-the-air coverage from CBC or Radio-Canada, or both. As a result, only seven of the markets subject to the August 31, 2011 transition deadline were planned to have both CBC and Radio-Canada in digital, and 13 other markets were planned to have either CBC or Radio-Canada in digital. In mid-August 2011, the CRTC granted the CBC an extension, until August 31, 2012, to continue operating its analogue transmitters in markets subject to the August 31, 2011 transition deadline. This CRTC decision prevented many markets subject to the transition deadline from losing signals for CBC or Radio-Canada, or both at the transition deadline. At the transition deadline, Barrie, Ontario lost both CBC and Radio-Canada signals as the CBC did not request that the CRTC allow these transmitters to continue operating.",339:17:0
6126,Adolescence,"The lifestyle of an adolescent in a given culture is profoundly shaped by the roles and responsibilities he or she is expected to assume. The extent to which an adolescent is expected to share family responsibilities is one large determining factor in normative adolescent behavior. For instance, adolescents in certain cultures are expected to contribute significantly to household chores and responsibilities. Household chores are frequently divided into self-care tasks and family-care tasks. However, specific household responsibilities for adolescents may vary by culture, family type, and adolescent age. Some research has shown that adolescent participation in family work and routines has a positive influence on the development of an adolescent's feelings of self-worth, care, and concern for others.",152:72:0
6127,Seven_Years%27_War,"Frederick II of Prussia had received reports of the clashes in North America and had formed an alliance with Great Britain. On 29 August 1756, he led Prussian troops across the border of Saxony, one of the small German states in league with Austria. He intended this as a bold pre-emption of an anticipated Austro-French invasion of Silesia. He had three goals in his new war on Austria. First, he would seize Saxony and eliminate it as a threat to Prussia, then using the Saxon army and treasury to aid the Prussian war effort. His second goal was to advance into Bohemia where he might set up winter quarters at Austria's expense. Thirdly, he wanted to invade Moravia from Silesia, seize the fortress at Olmütz, and advance on Vienna to force an end to the war.",359:22:0
6128,Electric_motor,"The rotating armature consists of one or more coils of wire wound around a laminated, magnetically ""soft"" ferromagnetic core. Current from the brushes flows through the commutator and one winding of the armature, making it a temporary magnet (an electromagnet). The magnetic field produced by the armature interacts with a stationary magnetic field produced by either PMs or another winding a field coil, as part of the motor frame. The force between the two magnetic fields tends to rotate the motor shaft. The commutator switches power to the coils as the rotor turns, keeping the magnetic poles of the rotor from ever fully aligning with the magnetic poles of the stator field, so that the rotor never stops (like a compass needle does), but rather keeps rotating as long as power is applied.",246:11:0
6129,Chihuahua_(state),"The last census in Mexico that asked for an individual's race, which was taken in 1921, indicated that 50.09% of the population identified as Mestizo (mixed Amerindian and European descent). The second-largest group was whites at 36.33% of the population. The third-largest group was the ""pure indigenous"" population, constituting 12.76% of the population. The remaining 0.82% of the population of Chihuahua was considered ""other"", i.e., neither Mestizo, indigenous, nor white. The most important indigenous tribes of the state of Chihuahua are:",115:64:0
6130,Bird_migration,"Bird migration is the regular seasonal movement, often north and south along a flyway, between breeding and wintering grounds. Many species of bird migrate. Migration carries high costs in predation and mortality, including from hunting by humans, and is driven primarily by availability of food. It occurs mainly in the northern hemisphere, where birds are funnelled on to specific routes by natural barriers such as the Mediterranean Sea or the Caribbean Sea.",109:0:0
6131,Edmund_Burke,"For years Burke pursued impeachment efforts against Warren Hastings, formerly Governor-General of Bengal, that resulted in the trial during 1786. His interaction with the British dominion of India began well before Hastings' impeachment trial. For two decades prior to the impeachment, Parliament had dealt with the Indian issue. This trial was the pinnacle of years of unrest and deliberation. In 1781 Burke was first able to delve into the issues surrounding the East India Company when he was appointed Chairman of the Commons Select Committee on East Indian Affairs—from that point until the end of the trial; India was Burke's primary concern. This committee was charged ""to investigate alleged injustices in Bengal, the war with Hyder Ali, and other Indian difficulties"". While Burke and the committee focused their attention on these matters, a second 'secret' committee was formed to assess the same issues. Both committee reports were written by Burke. Among other purposes, the reports conveyed to the Indian princes that Britain would not wage war on them, along with demanding that the HEIC recall Hastings. This was Burke's first call for substantive change regarding imperial practices. When addressing the whole House of Commons regarding the committee report, Burke described the Indian issue as one that ""began 'in commerce' but 'ended in empire.'""",242:14:0
6132,Sahara,"The sky is usually clear above the desert and the sunshine duration is extremely high everywhere in the Sahara. Most of the desert enjoys more than 3,600 h of bright sunshine annually or over 82% of the time and a wide area in the eastern part experiences in excess of 4,000 h of bright sunshine a year or over 91% of the time, and the highest values are very close to the theoretical maximum value. A value of 4,300 h or 98% of the time would be recorded in Upper Egypt (Aswan, Luxor) and in the Nubian Desert (Wadi Halfa). The annual average direct solar irradiation is around 2,800 kWh/(m2 year) in the Great Desert. The Sahara has a huge potential for solar energy production. The constantly high position of the sun, the extremely low relative humidity, the lack of vegetation and rainfall make the Great Desert the hottest continuously large area worldwide and certainly the hottest place on Earth during summertime in some spots. The average high temperature exceeds 38 °C (100.4 °F) - 40 °C (104 °F) during the hottest month nearly everywhere in the desert except at very high mountainous areas. The highest officially recorded average high temperature was 47 °C (116.6 °F) in a remote desert town in the Algerian Desert called Bou Bernous with an elevation of 378 meters above sea level. It's the world's highest recorded average high temperature and only Death Valley, California rivals it.",298:9:0
6133,Samurai,"In the 13th century, Hōjō Shigetoki (1198–1261 AD) wrote: ""When one is serving officially or in the master's court, he should not think of a hundred or a thousand people, but should consider only the importance of the master."" Carl Steenstrup noted that 13th and 14th century warrior writings (gunki) ""portrayed the bushi in their natural element, war, eulogizing such virtues as reckless bravery, fierce family pride, and selfless, at times senseless devotion of master and man"". Feudal lords such as Shiba Yoshimasa (1350–1410 AD) stated that a warrior looked forward to a glorious death in the service of a military leader or the Emperor: ""It is a matter of regret to let the moment when one should die pass by....First, a man whose profession is the use of arms should think and then act upon not only his own fame, but also that of his descendants. He should not scandalize his name forever by holding his one and only life too dear....One's main purpose in throwing away his life is to do so either for the sake of the Emperor or in some great undertaking of a military general. It is that exactly that will be the great fame of one's descendants.""",332:20:0
6134,Anthropology,"Waitz was influential among the British ethnologists. In 1863 the explorer Richard Francis Burton and the speech therapist James Hunt broke away from the Ethnological Society of London to form the Anthropological Society of London, which henceforward would follow the path of the new anthropology rather than just ethnology. It was the 2nd society dedicated to general anthropology in existence. Representatives from the French Société were present, though not Broca. In his keynote address, printed in the first volume of its new publication, The Anthropological Review, Hunt stressed the work of Waitz, adopting his definitions as a standard.[n 5] Among the first associates were the young Edward Burnett Tylor, inventor of cultural anthropology, and his brother Alfred Tylor, a geologist. Previously Edward had referred to himself as an ethnologist; subsequently, an anthropologist.",15:17:0
6135,Plymouth,"Post-war, Devonport Dockyard was kept busy refitting aircraft carriers such as the Ark Royal and, later, nuclear submarines while new light industrial factories were constructed in the newly zoned industrial sector attracting rapid growth of the urban population. The army had substantially left the city by 1971, with barracks pulled down in the 1960s, however the city remains home to the 42 Commando of the Royal Marines.",43:18:0
6136,Russian_language,"Significant Russian-speaking groups also exist in Western Europe. These have been fed by several waves of immigrants since the beginning of the 20th century, each with its own flavor of language. The United Kingdom, Spain, Portugal, France, Italy, Belgium, Greece, Brazil, Norway, and Austria have significant Russian-speaking communities. According to the 2011 Census of Ireland, there were 21,639 people in the nation who use Russian as a home language. However, of this only 13% were Russian nationals. 20% held Irish citizenship, while 27% and 14% were holding the passports of Latvia and Lithuania respectively.",415:9:0
6137,Copper,"The concentration of copper in ores averages only 0.6%, and most commercial ores are sulfides, especially chalcopyrite (CuFeS2) and to a lesser extent chalcocite (Cu2S). These minerals are concentrated from crushed ores to the level of 10–15% copper by froth flotation or bioleaching. Heating this material with silica in flash smelting removes much of the iron as slag. The process exploits the greater ease of converting iron sulfides into its oxides, which in turn react with the silica to form the silicate slag, which floats on top of the heated mass. The resulting copper matte consisting of Cu2S is then roasted to convert all sulfides into oxides:",119:28:0
6138,Madrasa,"The term ""Islamic education"" means education in the light of Islam itself, which is rooted in the teachings of the Quran - holy book of Muslims. Islamic education and Muslim education are not the same. Because Islamic education has epistemological integration which is founded on Tawhid - Oneness or monotheism. For details Read ""A Qur’anic Methodology for Integrating Knowledge and Education: Implications for Malaysia’s Islamic Education Strategy"" written Tareq M Zayed and ""Knowledge of Shariah and Knowledge to Manage ‘Self’ and ‘System’: Integration of Islamic Epistemology with the Knowledge and Education"" authored by Tareq M Zayed",348:4:0
6139,Detroit,"Oakland County in Metro Detroit, once rated amongst the wealthiest US counties per household, is no longer shown in the top 25 listing of Forbes magazine. But internal county statistical methods – based on measuring per capita income for counties with more than one million residents – show that Oakland is still within the top 12, slipping from the 4th-most affluent such county in the U.S. in 2004 to 11th-most affluent in 2009. Detroit dominates Wayne County, which has an average household income of about $38,000, compared to Oakland County's $62,000.",296:34:0
6140,Athanasius_of_Alexandria,"The Gospel of John and particularly the first chapter demonstrates the Divinity of Jesus. This Gospel in itself is the greatest support of Athanasius's stand. The Gospel of John's first chapter began to be said at the end of Mass, we believe as a result of Athanasius, and his life's stand, but quietly. The Last Gospel of The Mass, The Eucharist, St John[1:1–14], together with the prayer; ""Placeat tibi"", the Blessing, are all private devotions that have been gradually absorbed by the liturgical service. The beginning of John's Gospel was much used as an object of special devotion throughout the Middle Ages. Nevertheless, the practice of saying it at the altar grew; eventually Pius V made this practice universal for the Roman Rite in his edition of the Missal (1570). It became a firm custom with exceptions in using an other Gospel in use from 1920. So the Missals showed different last Gospel for certain Feast days. A Prayer Card for the St John's Gospel. Also:",175:34:0
6141,Brain,"As a side effect of the electrochemical processes used by neurons for signaling, brain tissue generates electric fields when it is active. When large numbers of neurons show synchronized activity, the electric fields that they generate can be large enough to detect outside the skull, using electroencephalography (EEG) or magnetoencephalography (MEG). EEG recordings, along with recordings made from electrodes implanted inside the brains of animals such as rats, show that the brain of a living animal is constantly active, even during sleep. Each part of the brain shows a mixture of rhythmic and nonrhythmic activity, which may vary according to behavioral state. In mammals, the cerebral cortex tends to show large slow delta waves during sleep, faster alpha waves when the animal is awake but inattentive, and chaotic-looking irregular activity when the animal is actively engaged in a task. During an epileptic seizure, the brain's inhibitory control mechanisms fail to function and electrical activity rises to pathological levels, producing EEG traces that show large wave and spike patterns not seen in a healthy brain. Relating these population-level patterns to the computational functions of individual neurons is a major focus of current research in neurophysiology.",95:32:0
6142,London,"With 120,000 students in London, the federal University of London is the largest contact teaching university in the UK. It includes four large multi-faculty universities – King's College London, Queen Mary, Royal Holloway and UCL – and a number of smaller and more specialised institutions including Birkbeck, the Courtauld Institute of Art, Goldsmiths, Guildhall School of Music and Drama, the Institute of Education, the London Business School, the London School of Economics, the London School of Hygiene & Tropical Medicine, the Royal Academy of Music, the Central School of Speech and Drama, the Royal Veterinary College and the School of Oriental and African Studies. Members of the University of London have their own admissions procedures, and some award their own degrees.",224:55:0
6143,Separation_of_church_and_state_in_the_United_States,"Jefferson's opponents said his position was the destruction and the governmental rejection of Christianity, but this was a caricature. In setting up the University of Virginia, Jefferson encouraged all the separate sects to have preachers of their own, though there was a constitutional ban on the State supporting a Professorship of Divinity, arising from his own Virginia Statute for Religious Freedom. Some have argued that this arrangement was ""fully compatible with Jefferson's views on the separation of church and state;"" however, others point to Jefferson's support for a scheme in which students at the University would attend religious worship each morning as evidence that his views were not consistent with strict separation. Still other scholars, such as Mark David Hall, attempt to sidestep the whole issue by arguing that American jurisprudence focuses too narrowly on this one Jeffersonian letter while failing to account for other relevant history",426:8:0
6144,Wood,"In the diffuse-porous woods, the demarcation between rings is not always so clear and in some cases is almost (if not entirely) invisible to the unaided eye. Conversely, when there is a clear demarcation there may not be a noticeable difference in structure within the growth ring.",100:42:0
6145,Crucifixion_of_Jesus,"Another issue has been the use of a hypopodium as a standing platform to support the feet, given that the hands may not have been able to support the weight. In the 17th century Rasmus Bartholin considered a number of analytical scenarios of that topic. In the 20th century, forensic pathologist Frederick Zugibe performed a number of crucifixion experiments by using ropes to hang human subjects at various angles and hand positions. His experiments support an angled suspension, and a two-beamed cross, and perhaps some form of foot support, given that in an Aufbinden form of suspension from a straight stake (as used by the Nazis in the Dachau concentration camp during World War II), death comes rather quickly.",278:19:0
6146,Plymouth,"Plymouth (i/ˈplɪməθ/) is a city on the south coast of Devon, England, about 37 miles (60 km) south-west of Exeter and 190 miles (310 km) west-south-west of London, between the mouths of the rivers Plym to the east and Tamar to the west where they join Plymouth Sound to form the boundary with Cornwall.",43:0:0
6147,Materialism,"Despite the large number of philosophical schools and subtle nuances between many, all philosophies are said to fall into one of two primary categories, which are defined in contrast to each other: Idealism, and materialism.[a] The basic proposition of these two categories pertains to the nature of reality, and the primary distinction between them is the way they answer two fundamental questions: ""what does reality consist of?"" and ""how does it originate?"" To idealists, spirit or mind or the objects of mind (ideas) are primary, and matter secondary. To materialists, matter is primary, and mind or spirit or ideas are secondary, the product of matter acting upon matter.",46:3:0
6148,Oklahoma_City,"Oklahoma City, lying in the Great Plains region, features one of the largest livestock markets in the world. Oil, natural gas, petroleum products and related industries are the largest sector of the local economy. The city is situated in the middle of an active oil field and oil derricks dot the capitol grounds. The federal government employs large numbers of workers at Tinker Air Force Base and the United States Department of Transportation's Mike Monroney Aeronautical Center (these two sites house several offices of the Federal Aviation Administration and the Transportation Department's Enterprise Service Center, respectively).",51:1:0
6149,Exhibition_game,"An exhibition game may also be used to settle a challenge, to provide professional entertainment, to promote the sport, or to raise money for charities. Several sports leagues hold all-star games to showcase their best players against each other, while other exhibitions games may pit participants from two different leagues or countries to unofficially determine who would be the best in the world. International competitions like the Olympic Games may also hold exhibition games as part of a demonstration sport.",301:1:0
6150,Endangered_Species_Act,"Section 6 of the Endangered Species Act provided funding for development of programs for management of threatened and endangered species by state wildlife agencies. Subsequently, lists of endangered and threatened species within their boundaries have been prepared by each state. These state lists often include species which are considered endangered or threatened within a specific state but not within all states, and which therefore are not included on the national list of endangered and threatened species. Examples include Florida, Minnesota, Maine, and California.",371:29:0
6151,Quran,"Tafsir is one of the earliest academic activities of Muslims. According to the Quran, Muhammad was the first person who described the meanings of verses for early Muslims. Other early exegetes included a few Companions of Muhammad, like ʻAli ibn Abi Talib, ʻAbdullah ibn Abbas, ʻAbdullah ibn Umar and Ubayy ibn Kaʻb. Exegesis in those days was confined to the explanation of literary aspects of the verse, the background of its revelation and, occasionally, interpretation of one verse with the help of the other. If the verse was about a historical event, then sometimes a few traditions (hadith) of Muhammad were narrated to make its meaning clear.",375:25:0
6152,Tuvalu,"The cuisine of Tuvalu is based on the staple of coconut and the many species of fish found in the ocean and lagoons of the atolls. Desserts made on the islands include coconut and coconut milk, instead of animal milk. The traditional foods eaten in Tuvalu are pulaka, taro, bananas, breadfruit and coconut. Tuvaluans also eat seafood, including coconut crab and fish from the lagoon and ocean. A traditional food source is seabirds (taketake or black noddy and akiaki or white tern), with pork being eaten mostly at fateles (or parties with dancing to celebrate events).",412:33:0
